spacing_rule,design_geometry,layer_count,aspect_ratio,feature_count,target
3.807947176588889,10.071513513092363,4,1.7412783831594547,12,0
9.51207163345817,27.553146421539548,3,1.6467916919820764,19,1
7.34674002393291,43.77434595794401,3,1.3602934271833598,13,0
6.026718993550662,36.879019434068496,3,1.9340707154178998,7,0
1.6445845403801216,40.52149624521104,4,0.8007117732926041,7,1
1.6443457513284063,33.28038496882515,2,0.6638963154644322,8,0
0.6750277604651747,34.92155166137477,4,1.780942950433133,9,1
8.675143843171858,42.61058692670065,2,1.1587247249506225,14,0
6.051038616257767,13.23373243410011,4,1.7704532813105907,5,1
7.10991852018085,24.981823218513885,4,1.8396353077931225,19,1
0.3037864935284442,11.83926264916051,2,0.5936863904286072,19,1
9.702107536403744,49.3957323918357,3,1.825197144479091,11,0
8.341182143924176,47.25890764464405,2,1.1724785830541333,13,0
2.202157195714934,2.931913757056789,1,1.2656487335063482,12,0
1.9000671753502962,35.57318345326873,1,1.4398887666398155,19,0
1.915704647548995,46.33716755336763,2,1.88957391009513,19,0
3.1119982052994235,9.848191911239343,4,0.5286741416446461,9,0
5.295088673159155,28.829316297078844,1,1.2152652024767256,18,0
4.376255684556946,45.85892658181405,1,1.531583063645841,18,0
2.983168487960615,2.663352950704143,4,1.5840604365473427,8,0
6.157343657751556,35.17359309509516,4,1.5387986473056618,16,0
1.4809892204552142,15.570101361254988,3,0.7016526941121828,11,0
2.99223202049866,46.29541357344999,4,0.9490933825575218,9,0
3.726982248607548,48.58185401310302,2,1.0380732881255201,11,0
4.615092843748656,47.269057966558265,2,1.7066558115192576,16,1
7.873242017790835,24.236496616215724,3,0.9181398086218295,5,0
2.0767704433677614,43.240089898476356,1,0.8160574458008047,5,0
5.190920940294755,42.38292052821845,1,1.9361720285571442,14,0
5.96490423173422,16.635923188919527,4,0.5132949276702033,18,0
0.5598590859279775,41.61685823338319,2,1.9967312835229674,17,1
6.1146940338242395,2.8133741010591384,1,1.5152319482860934,7,0
1.7881888245041864,30.2172240456206,3,1.7427039491736755,18,1
0.7440107705542672,12.27043302709745,3,0.9419290945192897,15,0
9.493966818808,6.907777403086662,2,0.52147291650059,6,0
9.659757127438137,4.770706879831248,3,1.606804277842295,6,1
8.103133746352965,35.11815001802885,3,1.7512168955010137,11,1
3.11567631481637,17.65387322463524,2,1.6107141979302786,16,1
1.0669539286632004,36.51357180490931,4,0.7142754309512579,14,0
6.873906962470353,4.202460699148176,4,1.6301418833854537,6,0
4.457509688022053,16.44922655369991,3,1.6533841731614616,15,0
1.3081785249633104,27.435073326391525,4,1.4878107735050823,8,0
5.002251410101574,39.745435077109214,4,1.6491738991933793,6,0
0.4404463590406621,16.618872643671423,3,1.7688821595165982,10,1
9.102271980579943,31.668677445413447,4,1.4204061713561877,12,1
2.6619218178401676,44.41290966357317,3,0.6329070709545186,14,0
6.658970615104422,31.177296220932924,1,1.2314417145008163,8,0
3.1859396532851685,12.415014262928054,2,0.6164740020074075,19,0
5.248673409660327,2.195638296270363,2,1.1113145465486463,9,0
5.5124317654984685,43.63484482114556,4,1.1106597336884414,8,0
1.9300591097027178,2.04220113166897,4,0.5990147662103624,7,0
9.69888781486913,43.86038196152577,4,1.023230800954219,9,0
7.773814951275034,26.91791956733339,2,0.6664971481869723,18,0
9.401039521485473,47.01431722713191,1,1.7123528150138332,13,0
8.958790769233723,40.1403785529096,1,1.921532038946706,12,1
6.019209790229743,49.898771416133535,2,0.6084747128869079,12,0
9.226554926728857,18.184878957133797,1,1.9326728109375522,12,0
0.976075770314003,38.59222615762522,2,1.2838648990051178,16,0
2.0402303379495375,20.694614766852865,1,0.9493485169308109,12,0
0.5477501602143269,24.513905394891534,3,0.6152931129142453,11,0
3.3207702745563172,31.747767697700134,3,1.2509364021056268,12,0
3.9479051679258723,43.8101785951306,2,1.691773316736123,15,1
2.78635541456157,49.22008999076546,1,1.5606297159000473,18,1
8.3045013406041,38.64539727936139,4,0.5753390171959607,12,0
3.631857934266534,21.470572326199353,1,0.6093527530518552,17,0
2.8812516459050697,21.64649311157644,3,1.1043099239489558,18,0
5.47269122326666,37.14153277785568,3,0.9429357410719149,12,0
1.4951498272501504,12.700080142646815,1,0.8485764845840718,16,0
8.041750109464994,6.4132315434383385,1,0.9215067483630703,14,0
0.8380513724297312,18.37648572439805,4,1.7052241149453269,11,1
9.870180672345121,15.074710591050005,4,1.893842080447781,16,0
7.7452232160369086,15.519097902343514,1,1.1076540417913496,5,0
2.0672852471883068,12.446779801445587,1,1.8591665031987457,8,0
0.15466895952366377,3.0625662921817325,1,0.9822435518718229,17,0
8.173068141702858,1.8758228019372767,1,1.2146554795156874,17,0
7.097887704091409,49.39839709706555,2,0.8390434967239996,8,0
7.317170963605775,21.960883553057254,1,1.460714063263766,9,0
7.735576432190863,19.8320057108244,4,1.9684716727622134,14,1
0.8330420521674946,34.30271685196042,3,1.4052396440650678,10,0
3.648810712588299,11.694440505388144,2,1.0367211261703233,8,0
1.2471036892987843,47.54809801356104,1,1.4717261689857926,19,0
8.644723916168376,39.53090570636205,3,0.6843810176980814,6,0
6.270651455592823,5.3811391133007165,2,1.832988620398098,10,1
3.375890446041227,21.46145801346149,3,1.2546259261697545,19,0
0.729227667831634,44.07679707054607,1,1.1740246130594632,12,1
3.178724984985056,47.29186909227911,1,1.3787971826802787,19,0
3.319314888064796,23.902674051243615,4,1.4371757941841037,12,1
7.323101165546834,31.05715807132468,1,0.6076637093397695,11,0
6.41181896641661,9.184663358511687,1,1.5239258318351037,10,0
8.883406151505632,49.56726268071185,2,0.8628975204732944,6,0
4.7749277591032975,12.351913367788727,4,1.5709289487598848,19,1
1.283983034789187,47.19385693262116,2,1.7338021915762951,11,0
7.16112339350765,32.83268580062605,3,1.7059377613287805,15,0
7.631771981307285,30.779102949064097,1,1.3287514511118337,16,0
5.656644255938012,26.12173703980892,3,1.2802548384661268,18,0
7.732575081550154,12.302820774170176,2,0.7143139420091176,18,0
4.9885764040074685,9.649873568269905,1,1.6630192256047034,9,0
5.275055010881741,11.803824244438593,1,0.9071140706700715,10,0
4.332656081749641,10.13547484506847,2,1.2450431342269197,14,0
0.35164935476654235,39.19963920477091,2,0.9264111393912751,12,0
1.168125127233714,18.156137699169776,2,0.7007425444995397,18,0
0.41114893829866905,3.834291151606422,2,1.444336545337605,12,1
6.4004630715114255,48.48602887689975,2,0.5814980522343558,7,0
3.212124212655634,44.305508363207856,1,1.6229678511893,16,0
5.134849842530557,46.459861876565434,2,0.976380192891675,16,0
9.084908091868321,49.75048330967533,1,0.5002020395067279,18,0
2.567993068573862,9.520867211754878,1,1.2666937088558448,11,0
4.162790938052734,20.41585892623028,2,0.5702778627914047,5,0
7.579956271576182,38.153685309500474,2,0.9142543367313491,5,0
2.3651018383670626,35.10501028463582,4,1.5604647311835742,11,0
0.8621011073050506,8.540899410652898,1,0.5940344324327989,19,1
2.9685393838463034,40.97582312454027,2,1.7590077385340035,19,0
1.696090743814644,11.997588019996373,2,0.5057298839878747,14,0
9.304006758191473,11.967063126308531,2,0.8702358038028534,13,0
8.100391757687728,27.311746721777265,4,1.6113560842281072,11,1
6.3706971894531925,30.054056807243455,4,0.9744052245939602,14,0
8.727459842858405,29.424224184052747,3,0.6528385820990203,9,0
8.056353561301233,5.482855032489988,1,1.0403508782006419,12,0
1.947043582971755,43.99558226888864,3,0.9055899295767883,6,0
8.93633408505078,14.014402086846598,2,1.7640678532408325,13,0
5.439488194964942,7.3462311428574045,4,0.9700218763777146,10,1
8.09365753612422,44.548655913579886,4,1.683398707664011,17,1
8.971303869242583,47.826923413257916,3,1.837808217216102,13,1
3.2482344022214527,43.244253246007084,4,1.1507261293647943,6,1
1.189514052824,40.66628766151903,2,1.864914715781588,7,0
2.356558109165223,33.10685705131206,4,1.0659770809447893,16,1
4.328367107399937,27.992011159847827,3,1.9461176247351624,12,0
8.198346182632681,5.2623512356590965,2,0.6339342867883594,5,0
8.6212327742378,21.014207440464236,3,1.530528899754864,19,1
0.16882609225878797,19.261737333603385,4,1.240721060685393,14,1
5.1563982955179,13.727935404255984,3,1.0814732081834706,19,0
4.232368931172912,36.447585570740664,3,1.4490678181229013,19,0
2.2988673236602297,25.297911018859768,1,1.5557856374514967,19,0
1.2866671366034599,4.971264579474749,4,0.5065449044754636,11,0
3.442390196895917,11.788976895540756,4,0.750429633120798,11,1
9.43480606873394,34.4796794193202,3,1.569569075951478,17,1
3.299709027005477,4.730412115024709,1,1.4995781203673098,5,0
5.2360271552593245,42.709138788389666,4,1.9490712576930158,13,0
7.059887693062261,25.262179823684743,2,1.6415566853761745,12,0
3.6999330635550107,24.54874228900575,3,1.926159061597007,8,1
9.72064261893751,30.027981448316364,4,1.5538107523022104,14,0
9.628228219926902,41.40936733033231,2,0.9470783129591647,15,0
2.592644728671105,18.04265118720746,4,0.6580473833762848,9,0
5.022760208334616,34.22279147539412,2,1.6727357950174033,6,0
3.0786952671860197,28.72086623579376,3,1.4662238322138739,17,0
2.9199208943369297,14.084385238301644,4,0.5722790185899443,13,1
0.46518077880987474,44.05286933140274,4,1.0400756988514674,19,1
6.134686906400979,40.073875058739475,1,1.9351997232264293,16,0
5.076522329965728,33.26413989826285,3,1.2506017185653018,16,0
0.6096396373748946,42.678504725617856,2,1.149093704029557,10,1
2.8585999959424533,43.49741584703032,4,1.186549407738941,7,0
9.09183227106987,35.70978585903671,4,0.8133240860077455,16,0
2.471662717603027,42.01365308981993,2,1.0530607562971928,11,0
1.5344592337031087,35.1761016217949,3,1.054719883980765,13,0
4.945582326747874,34.32689781625472,1,0.5785325302812085,7,0
9.857939495694946,31.31195753254403,1,1.6513514427768774,6,0
2.4963471879638544,37.88311533832442,4,1.1247566478558184,11,1
6.754141919318197,8.771650159360611,2,1.733269830224635,11,0
7.640034191754304,44.16266720074749,4,1.775522001679843,8,1
2.452611685524757,43.72033285951637,2,0.8179910820479871,15,0
7.309341851257409,2.433116868693398,1,1.486030223255193,13,0
3.7410530139206073,41.465020777673374,3,1.2084227062444726,18,0
6.359827722876437,7.3146235061988145,2,1.8202351068822276,12,0
6.371944136532857,17.420823858697954,1,0.8236110187646812,17,0
5.4041693723401085,37.43190455828878,4,1.5167198004650664,17,0
0.9938687235386422,8.877234906367102,2,1.4116281833790838,5,0
8.369494706333455,41.08038418183405,3,0.9429522163577492,5,0
3.275722643220185,41.774574719929355,4,0.7049013554767589,9,0
1.946533252958557,25.865918954280975,4,1.4774596407159148,10,0
0.5036739013921628,1.3129077141248455,1,1.607896187198496,7,1
5.949840137563593,15.064868525570727,2,0.973441015645025,17,0
6.807887182238596,31.22941900041137,4,1.4672489060334706,13,0
0.2642195063857759,49.07812272334375,3,1.092696361417255,16,1
5.169721277162881,31.95886282381675,2,1.5698103249239266,14,1
2.342308174459586,13.73037547214383,3,0.7988229123410797,18,0
6.487210625053553,32.06627945188096,4,1.8353225039542616,19,0
1.8262276471494154,27.45928360607692,3,0.9311143946983695,10,0
6.940283607214413,39.21242436240603,1,1.0516789816342293,8,0
